tk_label_run1,tk_conf_run1,tk_evidence_run1,tk_rationale_run1,tk_label_run2,tk_conf_run2,tk_evidence_run2,tk_rationale_run2,tk_label_run3,tk_conf_run3,tk_evidence_run3,tk_rationale_run3,tk_label_run4,tk_conf_run4,tk_evidence_run4,tk_rationale_run4,job_id
1,75,Ability to interact with business and understand business processes,"The role requires technical skills in PL/SQL and Unix scripting, which are codifiable and procedural. Interaction with business clients and understanding business processes suggest some social tacit knowledge, but the role is primarily technical with structured workflows. A strong junior could grow into this role with guidance. Dominant: Technical. Also present: Social. Absent: Cognitive.",1,76,Ability to facilitate the translation of business requirements into technical solutions,"The role involves technical tasks such as PL/SQL development and Unix scripting, which are procedural, but also requires interaction with business clients and understanding of business processes, indicating some institutional judgment. However, the structured nature of tasks and the ability for a strong junior to eventually manage within a defined framework suggest TK-1. Dominant: Technical (local tools). Also present: Social (business interaction). Absent: Cognitive.",1,75,Ability to interact with business and understand business processes,"The role requires technical skills in PL/SQL and Unix scripting, which are codifiable and can be learned by a strong junior. Interaction with business clients and understanding business processes suggest some social and cognitive skills, but these are within a structured domain. A recent graduate with guidance could manage this role within a few months. Dominant: Technical. Also present: Social, Cognitive. Absent: none.",1,82,Ability to interact with business and understand business processes,"The role requires technical implementation skills and the ability to interact with business clients, indicating a blend of procedural and experience-based judgment. While technical skills are crucial, the ability to translate business requirements into technical solutions suggests some cognitive and social dimensions. A junior person could manage with mentoring, but would need time to reach full competence. Dominant: Technical. Also present: Social, Cognitive. Absent: none.",3862707222
1,82,"Triage AV events for safety, legal, or regulatory concerns","The role involves significant technical expertise in data engineering and safety analysis, which are codifiable and procedural. However, the need to triage AV events for safety and regulatory concerns suggests some level of institutional judgment beyond a manual. The role requires cross-functional team interaction, indicating social skills, but the technical dimension is dominant due to the focus on data pipelines and statistical techniques. Dominant: Technical. Also present: Social, Cognitive. ",1,82,"Triage AV events for safety, legal, or regulatory concerns","The role involves significant technical tasks, such as building scalable pipelines and using statistical techniques, which are codifiable. However, triaging AV events for safety and regulatory concerns requires some institutional judgment, though within a structured framework. A strong junior with guidance could eventually manage these aspects. Dominant: Technical. Also present: Cognitive (some judgment required), Social (cross-functional communication). Absent: none.",2,89,6-8 years of experience working with safety-critical systems,"The role requires deep domain expertise in safety-critical systems and autonomous vehicles, which cannot be fully captured in a manual. The need to analyze data for safety trends and triage AV events for legal or regulatory concerns indicates a high level of cognitive and technical judgment. Additionally, the role involves cross-functional team communication, which requires advanced social skills. Dominant: Cognitive. Also present: Technical, Social. Absent: none.",2,87,"Analyze data to uncover safety trends, failure modes, and opportunities for improved vehicle behavior.","The role requires significant experience-based judgment to analyze complex data and identify safety trends, which cannot be fully captured by procedural documentation. The need to triage AV events for safety, legal, or regulatory concerns further emphasizes the necessity for accumulated wisdom. Dominant: Cognitive. Also present: Technical, Social. Absent: none.",3283802461
2,87,Capacity to think strategically and analytically to connect a variety of inputs,"The role requires strategic thinking and the ability to synthesize diverse inputs into a coherent vision, which cannot be fully captured in a manual. The need for 7+ years of experience and the ability to influence marketing and distribution leadership further supports the presence of deep tacit knowledge. Dominant: Cognitive. Also present: Social (leadership consultation), Technical (trend analysis). Absent: none.",2,88,Capacity to think strategically and analytically to connect a variety of inputs,"The role requires strategic thinking and the ability to synthesize complex information into actionable insights, which are hallmarks of deep institutional judgment beyond procedural tasks. The need to consult with leadership and influence product positioning further underscores the cognitive and social dimensions. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Capacity to think strategically and analytically to connect a variety of inputs,"The role requires strategic thinking and the ability to synthesize complex information into actionable insights, which cannot be fully captured in a manual. The need for 7+ years of financial services experience further indicates the necessity for deep domain expertise. Dominant: Cognitive. Also present: Social (consulting with leadership), Technical (trend analysis). Absent: none.",2,89,Consult with Marketing and Distribution Leadership in the creation of marketing/sales literature,"The role requires strategic thinking and the ability to synthesize diverse inputs into actionable strategies, which are not fully captured by procedural documentation. The need for competitive analysis and strategic consultation indicates a reliance on accumulated wisdom and institutional judgment. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",3908960176
2,89,Deal effectively with ambiguous and unstructured problems and situations.,"The role requires navigating complex and ambiguous tax environments, which involves significant institutional judgment and cannot be fully captured in a manual. The need to anticipate stakeholder needs and develop solutions before they are required indicates deep social tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,87,Deal effectively with ambiguous and unstructured problems and situations,"The role involves dealing with ambiguous and unstructured problems, which requires deep cognitive tacit knowledge. The candidate must anticipate stakeholder needs and navigate cross-border engagements, indicating high-level social interaction. Technical knowledge in tax specialization is also required. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Deal effectively with ambiguous and unstructured problems and situations.,"The role requires navigating complex and ambiguous tax environments, which demands seasoned judgment and experience that cannot be fully captured in a manual. The need to anticipate stakeholder needs and develop solutions before they are recognized further indicates a high level of cognitive and social tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Deal effectively with ambiguous and unstructured problems and situations,"The role requires navigating complex and frequently changing tax environments, which demands significant experience-based judgment. The ability to deal with ambiguous and unstructured problems indicates a need for cognitive skills that go beyond procedural knowledge. Additionally, leading large projects and interacting with clients at a senior level highlights the importance of social skills. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4310399555
2,89,"Help to develop, implement, and manage strategic and tactical asset allocation models","The role requires deep institutional judgment in asset allocation and risk management, which cannot be fully captured in a manual. The need for dynamic EQ/IQ and the ability to think like an investor, entrepreneur, or quant indicates significant cognitive and social tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,"Develop, implement, and manage strategic and tactical asset allocation models","The role requires navigating complex market conditions and adjusting strategies without a predefined manual, indicating institutional judgment. The candidate must employ sophisticated portfolio construction methods and have deep domain experience, suggesting the need for mastery. Dominant: Cognitive. Also present: Technical (portfolio construction methods), Social (client engagement). Absent: none.",2,93,"deep understanding of global financial markets, sophisticated portfolio construction methods","The role requires a deep understanding of global financial markets and sophisticated portfolio construction methods, which cannot be fully captured in a manual. The need for demonstrated experience and the ability to shift perspectives indicates a high level of cognitive and social tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,"Develop, implement, and manage strategic and tactical asset allocation models","The role requires deep understanding of global financial markets and sophisticated portfolio construction methods, which are not fully captured by manuals. The need for continuous analysis of macroeconomic data and collaboration with clients and sales partners indicates reliance on accumulated wisdom and interpersonal skills. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4352312496
2,87,Counsel and mentor all levels of employees. Handle personnel matters effectively.,"The role requires navigating complex personnel matters and mentoring across all levels, which involves significant institutional judgment and social expertise. The ability to handle difficult career counseling situations and develop training initiatives indicates deep cognitive and social tacit knowledge. Dominant: Social. Also present: Cognitive. Absent: Technical.",2,87,"Handle personnel matters with employees effectively, including difficult career counseling situations","The role involves significant institutional judgment with handling complex personnel matters and mentoring across all levels, indicating deep tacit knowledge. The requirement to proactively recruit and develop employees suggests enterprise-level strategy in human capital management. Dominant: Cognitive (institutional strategy). Also present: Social (mentoring, relationship management), Technical (risk management). Absent: None.",2,89,Counsel and mentor all levels of employees. Handle personnel matters effectively.,"The role requires significant experience in mentoring and handling complex personnel matters, which cannot be fully captured in a manual. The need for proactive recruitment and training initiatives further indicates a requirement for deep institutional knowledge and judgment. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Counsel and mentor all levels of employees,"The role involves mentoring across all levels and handling complex personnel matters, which requires significant experience and judgment. The need for adaptability in a dynamic market environment further emphasizes the importance of accumulated wisdom. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",406649767600000000002
2,89,Manage portfolio construction and positioning during live transition assignments,"The role requires crafting trade strategies and managing portfolio exposures, which involves significant institutional judgment and cannot be fully captured in a manual. The need to engage with clients and develop trading strategies indicates deep Cognitive and Social TK. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,responsible for the investment risk inherent in each transition,"The role involves crafting strategies and managing complex multi-asset transitions, requiring deep institutional judgment and domain mastery beyond what a manual can teach. Engagement with clients to explain strategies also indicates significant social expertise. Dominant: Cognitive (institutional strategy). Also present: Social (client engagement), Technical (trading and hedging strategies). Absent: none.",2,89,responsible for the investment risk inherent in each transition,"The role requires managing investment risk and crafting trade strategies, which involves significant judgment and expertise that cannot be fully captured in a manual. The need to engage with clients and manage complex portfolio transitions further indicates a high level of cognitive and social tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,responsible for the investment risk inherent in each transition,"The role requires crafting trade strategies and managing portfolio exposures, which involves significant judgment and experience beyond procedural knowledge. The need to engage with clients and manage risk in dynamic market conditions further emphasizes the importance of accumulated wisdom. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4070398713
1,75,Demonstrate critical thinking and the ability to bring order to unstructured problems.,"The role involves solving complex business issues and requires critical thinking, which suggests some level of institutional judgment. However, the structured nature of the advisory services and the use of established tools and techniques indicate a bounded framework. A strong junior could grow into this role with experience and guidance. Dominant: Cognitive. Also present: Technical, Social. Absent: none.",1,76,Demonstrate critical thinking and the ability to bring order to unstructured problems,"The role involves problem-solving and critical thinking, which requires some institutional judgment but operates within defined frameworks and procedures. While the role demands some cognitive skills, it is guided by structured methodologies and tools, indicating a mixed level of tacit knowledge. Dominant: Technical (local tools). Also present: Cognitive (problem-solving), Social (team coordination). Absent: Deep Cognitive (institutional strategy).",2,85,Demonstrate critical thinking and the ability to bring order to unstructured problems.,"The role involves solving complex business issues and requires critical thinking to address unstructured problems, which cannot be fully captured in a manual. The need to influence and connect with others in a structured way also indicates a high level of social interaction and judgment. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,87,solve complex business issues from strategy to execution,"The role involves solving complex, unstructured problems and requires critical thinking and strategic judgment that cannot be fully captured in manuals. The need to influence and connect with others in a structured way indicates significant social skills. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4310346667
2,87,Support executives and leadership in building relationships with investors and analysts,"The role requires navigating complex investor relations and crafting public narratives, which involves significant institutional judgment and stakeholder influence. The need to develop a deep understanding of business facets and communicate strategic objectives indicates a high level of Cognitive and Social TK. Dominant: Social. Also present: Cognitive, Technical. Absent: none.",2,85,Support executives in building relationships with investors and analysts,"The role involves significant institutional judgment, such as crafting investor messaging and building relationships with investors and analysts, which cannot be fully documented in a manual. It requires deep understanding of the business and strategic communication skills with senior executives. Dominant: Cognitive (institutional judgment). Also present: Social (relationship building), Technical (financial analysis). Absent: none.",2,89,Develop collaborative relationships across our company to gain a deep understanding,"The role requires deep institutional knowledge and the ability to synthesize complex financial information for strategic communication, which cannot be fully captured in a manual. Building relationships with investors and analysts and crafting the company's public narrative involves nuanced judgment and experience. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Support executives and leadership in building relationships with investors and analysts,"The role requires deep institutional knowledge and the ability to craft and communicate complex narratives to investors, which cannot be fully captured in manuals. The need to build relationships and influence high-stakes decisions further emphasizes the importance of accumulated wisdom. Dominant: Social. Also present: Cognitive, Technical. Absent: none.",3771845237000000000012
1,82,Collaborate and project manage with internal stakeholders,"The role involves project management and collaboration with various stakeholders, which requires some level of institutional judgment and experience. However, the tasks are largely structured around established processes and policies, suggesting that a strong junior could eventually manage with guidance. Dominant: Technical (process management). Also present: Social (stakeholder collaboration). Absent: Cognitive.",1,80,Collaborate and project manage with internal stakeholders,"The role involves structured project management within established frameworks, requiring some institutional judgment but largely bounded by existing processes. A strong junior could grow into it with guidance. Dominant: Technical (local tools). Also present: Social (stakeholder collaboration). Absent: Cognitive.",2,89,Drive departmental initiatives to further harmonize and streamline deal-related workflows,"The role requires significant experience in investment documentation and structuring, as well as the ability to drive initiatives and manage complex transactions. These tasks involve navigating ambiguity and require seasoned judgment that cannot be fully captured in a manual. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Collaborate and project manage with internal stakeholders on all deal related matters,"The role requires significant experience in managing complex transactions and coordinating with multiple stakeholders, which involves unscripted judgment and accumulated wisdom. The need to harmonize workflows and manage deal-related matters indicates a high level of cognitive and social skills that cannot be fully captured by procedural documentation. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",3930922679
2,93,Influence enterprise product roadmap by championing the evolving needs of institutional clients.,"The role requires navigating complex regulatory environments and influencing high-level strategic decisions, which cannot be fully captured in a manual. The need to cultivate executive-level relationships and drive strategic engagement indicates a high level of social and cognitive tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,94,Your expertise will shape our approach to serving institutional clients,"The role requires high-level strategic advisory and the integration of complex regulatory and operational frameworks, which cannot be codified in a manual. It involves influencing enterprise-level product development and maintaining high-level relationships with financial institutions. Dominant: Cognitive (institutional strategy). Also present: Social (executive relationships), Technical (product development). Absent: none.",2,95,serve as our leading subject matter expert and strategic advisor,"The role requires deep expertise in both traditional financial services and digital assets, which cannot be fully captured in a manual. The need to influence enterprise product roadmaps and cultivate executive-level relationships indicates a high level of cognitive and social tacit knowledge. A novice cannot replicate the seasoned judgment and strategic advisory skills required. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,95,Navigates financial institutions' adoption of digital assets with regulatory compliance,"The role requires deep institutional judgment and strategic advisory skills that cannot be captured in a manual. It involves influencing product development and cultivating executive-level relationships, which are critical for navigating the complex and evolving landscape of digital assets in traditional finance. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4298354957
1,82,Demonstrate critical thinking and the ability to bring order to unstructured problems,"The role involves solving complex business issues and requires critical thinking, which suggests some level of institutional judgment. However, the structured use of tools and techniques indicates a defined methodology. A strong junior could grow into this role with experience and guidance. Dominant: Technical. Also present: Cognitive, Social. Absent: none.",1,80,Demonstrate critical thinking and the ability to bring order to unstructured problems,"The role involves solving complex business issues and requires critical thinking, suggesting some level of institutional judgment. However, the role is still bounded by structured methodologies and industry tools, indicating that a strong junior could grow into it with guidance. Dominant: Technical. Also present: Cognitive, Social. Absent: none.",2,87,Demonstrate critical thinking and the ability to bring order to unstructured problems.,"The role requires navigating complex business issues and unstructured problems, which cannot be fully captured in a manual. The need for critical thinking and experience in a professional services environment indicates a high level of cognitive and social tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,87,Demonstrate critical thinking and the ability to bring order to unstructured problems,"The role involves solving complex business issues from strategy to execution, which requires significant experience-based judgment. The need to demonstrate critical thinking and manage unstructured problems indicates reliance on accumulated wisdom. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4310382674
2,89,Lead enterprise-wide strategy and performance improvement engagements,"The role requires leading complex strategy engagements and managing the entire process, which involves significant institutional judgment and cannot be fully captured in a manual. The need to establish client value propositions and develop strategic roadmaps indicates deep Cognitive TK. The role also involves building relationships with private equity clients, highlighting Social TK. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Lead enterprise-wide strategy and performance improvement engagements,"The role involves leading strategy engagements and managing performance improvements for private equity clients, requiring deep institutional judgment. The tasks include setting scopes, managing resources, and establishing client value propositions, all of which are complex and cannot be fully captured by a manual. The need for proven experience and strategic advisory in multiple business areas further supports a TK-2 classification. Dominant: Cognitive (institutional strategy). Also present: So",2,89,Lead enterprise-wide strategy and performance improvement engagements,"The role requires leading complex strategy engagements and managing the entire process, which involves significant cognitive and social tacit knowledge that cannot be fully documented. The need for proven experience in articulating and advising on strategic issues further indicates the necessity for deep domain expertise. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Lead enterprise-wide strategy and performance improvement engagements,"The role requires leading complex strategy engagements and managing the entire process, which involves significant unscripted judgment and institutional knowledge. The need to establish client value propositions and manage key engagement interviews further indicates reliance on accumulated wisdom. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4103607955
2,89,Deep understanding of loan and bond documentation and legal structures is key.,"The role requires a deep understanding of complex legal structures and the ability to author insightful research, which involves significant institutional judgment and cannot be fully captured in a manual. The need to communicate analysis to external audiences and influence decision-making further indicates a high level of social tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Deep understanding of loan and bond documentation and legal structures is key,"The role requires a deep understanding of complex legal structures and the capacity to author insightful research on nuanced topics, signaling institutional judgment beyond procedural tasks. The need to communicate with institutional investors and lead high visibility research further underscores the requirement for significant domain mastery. Dominant: Cognitive (institutional strategy). Also present: Social (external communication), Technical (legal research). Absent: none.",2,89,Deep understanding of loan and bond documentation and legal structures is key.,"The role requires a deep understanding of complex legal structures and the ability to author insightful research, which cannot be fully captured in a manual. The need to communicate analysis to external audiences and mentor junior staff indicates significant social interaction and judgment. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Deep understanding of loan and bond documentation and legal structures is key,"The role requires a deep understanding of complex legal structures and the ability to author insightful research, which demands accumulated wisdom and experience. The need to communicate analysis to external audiences and mentor junior staff further emphasizes the importance of cognitive and social skills. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4035292044
2,89,Makes recommendations to senior leaders on strategy and new initiatives,"The role requires strategic judgment and the ability to influence senior leaders, which are not fully codifiable. The need to manage complex client relationships and navigate regulatory environments further indicates deep tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,94,Makes recommendations to senior leaders on strategy and new initiatives,"The role involves high-level strategic decision-making and requires seasoned judgment, as evidenced by recommendations on strategy and resolving strategic issues. The management of client relationships and compliance processes further supports the need for deep institutional knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Provides insight and direction to the Head of Wealth Management,"The role requires navigating complex fiduciary responsibilities and influencing senior leaders, which involves significant cognitive and social tacit knowledge. The need to manage high-end client relationships and develop new business opportunities further emphasizes the requirement for deep domain expertise. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,"Manages trust, agency, or probate accounts in the role of trustee","The role requires managing complex fiduciary responsibilities and making strategic recommendations, which necessitates deep institutional judgment and experience. The need to develop rapport and instill confidence with high-end clients further emphasizes the importance of social skills. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",3902559976
1,82,"Own relationships with client’s senior management (CTO, CIO, COO)","The role involves building relationships with senior management and understanding business challenges, which requires some institutional judgment. However, the focus on leveraging Aladdin's existing workflows and processes suggests a structured framework. A strong junior could grow into this role with guidance. Dominant: Social. Also present: Cognitive, Technical. Absent: none.",1,84,"Own relationships with client’s senior management (CTO, CIO, COO)","The role involves understanding client business needs and leveraging Aladdin expertise, which requires some institutional judgment but is structured around existing Aladdin workflows. Building relationships with senior management indicates social interactions are crucial. However, the work is technical and tool-dependent, bounded by Aladdin's existing capabilities. Dominant: Technical (local tools). Also present: Social (client relationships). Absent: Cognitive (institutional strategy).",2,89,"Own relationships with client’s senior management (CTO, CIO, COO)","The role requires navigating complex client relationships and understanding nuanced business challenges, which cannot be fully captured in a manual. The need to influence senior management and propose strategic solutions indicates a high level of cognitive and social tacit knowledge. Dominant: Social. Also present: Cognitive, Technical. Absent: none.",2,89,"Own relationships with client’s senior management (CTO, CIO, COO)","The role requires deep client relationships and understanding of complex business challenges, which necessitates accumulated wisdom and unscripted judgment. The need to propose solutions leveraging Aladdin and communicate client feedback to product managers indicates a high level of cognitive and social skills. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",3949761235
1,83,Acts as the key service contact for clients,"The role involves significant client interaction and relationship management, requiring some judgment and autonomy. However, it operates within established guidelines and procedures, suggesting a mix of structured workflow and some institutional judgment. Dominant: Social. Also present: Cognitive, Technical. Absent: none.",1,85,Coordinates and executes specific activities for the implementation of strategic initiatives,"The role requires some judgment and autonomy, notably in coordinating strategic initiatives and client interactions, but operates within established guidelines and frameworks. Experience aids performance, yet it does not demand the mastery or novel problem-solving indicative of TK-2. Dominant: Technical. Also present: Social, Cognitive. Absent: none.",1,75,"Exercises judgment to identify, diagnose, and solve problems within given rules.","The role involves a mix of structured tasks and some judgment in problem-solving, which a strong junior could learn with guidance. The need for relationship management and coordination with stakeholders suggests a social component, but the tasks are bounded by established procedures and guidelines. Dominant: Social. Also present: Technical, Cognitive. Absent: none.",1,83,"Exercises judgment to identify, diagnose, and solve problems within given rules","The role involves a blend of procedural tasks and experience-based judgment, particularly in client interactions and problem-solving within established guidelines. While a junior person could manage with mentoring, full competence would require time to develop. Dominant: Social. Also present: Cognitive, Technical. Absent: none.",3866846878
1,75,Support senior MAST members by compiling economic and market data,"The role involves supporting senior members and compiling data, which requires some judgment and experience but is largely procedural. The tasks are bounded by existing methodologies and tools, suggesting a strong junior could grow into the role. Dominant: Technical (local tools). Also present: Social (team support). Absent: Cognitive.",1,82,Support senior MAST members by compiling economic and market data,"The role involves supporting senior members with data compilation and analysis, which suggests some institutional judgment. However, it operates within a structured framework of data analysis and reporting. The requirement for proficiency in specific research tools and Excel indicates technical tasks. A strong junior could grow into the role with experience and guidance. Dominant: Technical. Also present: Cognitive (some judgment). Absent: Social.",1,75,Support senior MAST members by compiling economic and market data,"The role involves supporting senior members with data compilation and analysis, which can be learned with guidance. While it requires some judgment in research and analysis, the tasks are largely structured and can be performed by a strong junior with proper training. Dominant: Technical. Also present: Cognitive, Social. Absent: none.",1,75,Support senior MAST members by compiling economic and market data,"The role involves supporting senior members with data compilation and analysis, which requires some experience-based judgment but is largely procedural. A junior person could manage with mentoring, as the tasks are bounded by established methods and tools. Dominant: Technical (local tools). Also present: Cognitive (analysis), Social (team support). Absent: Cognitive (institutional strategy).",4169003637
0,85,provide customer service support to clients who call or visit the branch,"The role is primarily focused on customer service and support, which is procedural and can be performed by a novice with guidance. The tasks are structured and do not require deep institutional judgment or complex stakeholder navigation. Dominant: Technical (individual/local). Also present: Social (customer interaction). Absent: Cognitive.",0,85,provide customer service support to clients who call or visit,"The role involves supporting customer service tasks and assisting financial professionals, which are procedural and do not require deep institutional judgment. The tasks are well-defined and can be learned by following guidance from financial professionals. Dominant: Technical (individual/local). Also present: Social (customer interaction). Absent: Cognitive.",0,85,provide customer service support to clients who call or visit the branch,"The role is primarily focused on providing customer service and supporting financial professionals, which can be guided by existing procedures and mentorship. The tasks are structured and involve learning through direct experience, suitable for a novice with guidance. Dominant: Technical (individual/local). Also present: Social (client interaction). Absent: Cognitive.",1,75,assist financial professionals with providing a full range of investment products,"The role involves supporting financial professionals and participating in challenging work assignments, which requires some experience-based judgment. However, the presence of direct managers and a structured program suggests that a junior person could manage with mentoring. Dominant: Social. Also present: Technical. Absent: Cognitive.",4304185277
1,75,Plays an integral role in supporting new business development,"The role involves supporting business development and transaction execution, which requires some institutional judgment but is largely guided by established procedures and frameworks. The need for cross-functional relationship building indicates a social dimension, but the tasks are still bounded by structured methodologies. Dominant: Technical (financial models). Also present: Social (relationship building). Absent: Cognitive.",1,84,Performs tasks assigned and managed by senior staff,"While the role involves expertise in financial models and relationship building, it is primarily executed under the guidance of senior staff, indicating structured workflows. The presence of cross-functional relationship building suggests some social tacit knowledge is necessary, but the role lacks the deep institutional judgment required for TK-2. Dominant: Technical (local tools/procedures). Also present: Social (relationship building). Absent: Cognitive (institutional strategy).",2,89,Expertise in maximizing client engagement and delivering Truist’s full suite of products,"The role requires deep expertise in client engagement and delivering complex financial solutions, which involves significant cognitive and social tacit knowledge. The need for mastery of financial and accounting concepts and the ability to build cross-functional relationships further indicates a high level of domain-specific experience. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,87,"Plays an integral role in supporting new business development, due diligence","The role involves supporting new business development and transaction execution, which requires significant judgment and experience beyond procedural knowledge. The need to build cross-functional relationships and work with various stakeholders indicates a high level of social skill. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4290258200
1,75,Demonstrate critical thinking and the ability to bring order to unstructured problems.,"The role involves solving complex business issues and requires critical thinking, which suggests some level of institutional judgment. However, the structured nature of the advisory services and the use of established tools and techniques indicate a bounded framework. A strong junior could grow into this role with guidance. Dominant: Technical. Also present: Cognitive, Social. Absent: none.",1,75,Demonstrate critical thinking and the ability to bring order to unstructured problems,"The role involves problem-solving and critical thinking, indicating some institutional judgment beyond a set methodology, but it is bounded by specific tools and frameworks. The structured communication and tool use suggest a mix of autonomy and predefined workflows. Dominant: Technical (tools and frameworks). Also present: Cognitive (critical thinking), Social (communication and relationship building). Absent: none.",2,85,Demonstrate critical thinking and the ability to bring order to unstructured problems.,"The role involves solving complex business issues and requires critical thinking to address unstructured problems, which cannot be fully captured in a manual. The need to influence and connect with others in a structured way suggests significant social interaction skills. The technical aspect is present but not dominant, as the role requires using a broad range of tools and techniques. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,87,Demonstrate critical thinking and the ability to bring order to unstructured problems.,"The role involves solving complex business issues and requires critical thinking to address unstructured problems, which cannot be fully captured by manuals. The need to influence and connect with others in a structured way indicates significant social skills. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4313526318
2,89,communicating with challenging investors and complicated transactions,"The role requires navigating complex investor relationships and transactions, which involves significant institutional judgment and cannot be fully captured in a manual. The need for leadership in strategy recommendations and coordination with senior stakeholders further indicates deep tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,communicating with challenging investors and complicated transactions,"The role requires navigating complex financial transactions and securing commitments from challenging investors, which involves significant institutional judgment and strategy. The need for deep financial expertise and leadership in recommending investor strategy further indicates reliance on non-codifiable knowledge. Dominant: Cognitive. Also present: Social (investor communication), Technical (financial analysis). Absent: none.",2,89,Independently handle large sophisticated clients who are active market participants,"The role requires navigating complex financial transactions and managing sophisticated clients, which involves significant institutional judgment and experience. The need for leadership in strategy recommendations and communication with challenging investors further indicates deep tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Independently handle large sophisticated clients who are active market participants,"The role requires navigating complex financial transactions and investor relations, which demand significant experience and judgment beyond procedural knowledge. The need to independently manage sophisticated clients and coordinate with senior stakeholders indicates a high level of cognitive and social skills. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",4094975898
2,87,Participate in the development of strategy for best positioning the Corporation,"The role involves strategic development and engagement with stakeholders, which requires deep institutional judgment and cannot be fully captured in a manual. The need to manage shareholder proposals and develop strategic responses indicates a high level of cognitive and social tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Participate in the development of strategy for best positioning,"The role involves developing strategic recommendations and managing complex shareholder interactions, requiring deep institutional judgment. The task of influencing investor perceptions and handling shareholder proposals cannot be fully codified in a manual. Dominant: Cognitive (institutional strategy). Also present: Social (stakeholder engagements), Technical (content preparation). Absent: none.",2,89,Participate in the development of strategy for best positioning the Corporation,"The role involves strategic development and positioning, which requires deep institutional judgment and experience that cannot be fully captured in a manual. The need to engage with stakeholders and manage complex shareholder interactions further indicates a high level of social and cognitive tacit knowledge. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",2,89,Participate in the development of strategy for best positioning the Corporation,"The role involves strategic development and engagement with shareholders, requiring nuanced judgment and experience that cannot be fully captured in manuals. The need to develop recommendations and manage complex stakeholder interactions indicates a reliance on accumulated wisdom. Dominant: Cognitive. Also present: Social, Technical. Absent: none.",3895038920
